request_id,zone_id,event_time,ingest_time,final_fare,surge_multiplier,weather
068c71a6-1ff3-4ad7-9584-fe0b1270be85,UnionStation,2026-03-01 00:13:12,2026-03-01 00:13:21,31.48,1.3,rain
18809924-7a3a-4b12-be11-31d10c3ebb91,Yorkdale,2026-03-01 00:13:52,2026-03-01 00:14:01,10.59,1.3,rain
5ed469f0-ff81-4c4a-bde3-3085274075f7,Scarborough,2026-03-01 00:14:14,2026-03-01 00:14:18,20.8,1.3,rain
abcb03e0-8fe6-4967-982d-c4ceb18515cb,Midtown,2026-03-01 00:14:23,2026-03-01 00:14:28,17.94,1.3,rain
4cc6966c-cd04-467a-af11-d445180673fb,Waterfront,2026-03-01 00:14:11,2026-03-01 00:14:59,12.72,1.0,clear
e18f63d4-5b3d-41bc-a315-5e2552a389e8,Airport,2026-03-01 00:15:46,2026-03-01 00:16:01,23.0,1.0,clear
1c046f11-1223-451d-bdc4-e531e8c50f40,Yorkdale,2026-03-01 00:15:32,2026-03-01 00:16:16,8.12,1.0,clear
37bfd7ed-e578-4b66-a12d-db23055b52be,Midtown,2026-03-01 00:17:55,2026-03-01 00:18:14,16.39,1.0,clear
63fc9aca-d6a6-400b-a8e8-de0f415886c8,Midtown,2026-03-01 00:16:47,2026-03-01 00:18:24,21.04,1.0,clear
e356a13e-6734-4b70-bb23-cbc85cf62e96,Yorkdale,2026-03-01 00:12:15,2026-03-01 00:19:32,23.49,1.0,clear
9526201a-07ac-4d63-8be1-3c83ad771f07,UofT,2026-03-01 00:19:26,2026-03-01 00:19:42,29.15,1.6,snow
9d33ef02-6fdc-4f32-962f-567198d629bd,Downtown,2026-03-01 00:20:17,2026-03-01 00:20:25,24.8,1.0,clear
d1d00096-d216-47ba-bec8-1f4ea13e87b9,UofT,2026-03-01 00:20:31,2026-03-01 00:20:53,17.1,1.6,snow
7fc40a88-f753-481b-b289-4261595afd60,UnionStation,2026-03-01 00:15:42,2026-03-01 00:21:31,15.46,1.3,rain
7e94a08c-8b6c-4729-8e89-ed1f8b6f52f1,Waterfront,2026-03-01 00:20:38,2026-03-01 00:21:32,18.96,1.0,clear
ccc1bd29-b85e-43a2-9c7b-728f0a690255,Scarborough,2026-03-01 00:20:57,2026-03-01 00:22:10,22.43,1.0,clear
ac591653-f52e-4def-81dc-e7c00c17fe4d,Airport,2026-03-01 00:21:43,2026-03-01 00:22:32,22.0,1.6,snow
e1f0c83a-5a1e-4a40-b1ac-9c15d97f92b7,Scarborough,2026-03-01 00:21:27,2026-03-01 00:24:29,16.0,1.0,clear
46ac3a5b-8e05-4028-98ad-2b32ae144468,UnionStation,2026-03-01 00:25:20,2026-03-01 00:25:52,16.32,1.0,clear
a5ad8fd5-f258-4165-a423-4ebd152c40d7,Waterfront,2026-03-01 00:26:42,2026-03-01 00:26:42,16.62,1.0,clear
e00e9c77-e6b6-44c8-be56-01ac627f4be1,NorthYork,2026-03-01 00:26:57,2026-03-01 00:27:12,20.32,1.0,clear
f93e296e-33b7-49bf-a3b5-8aa0ad95cdd6,Midtown,2026-03-01 00:26:50,2026-03-01 00:27:49,14.51,1.0,clear
c0890dc5-85a1-4707-9bb2-833c80931fd4,Scarborough,2026-03-01 00:26:21,2026-03-01 00:28:14,23.32,1.6,snow
83b11fc8-92ee-4ca5-86da-47c0754a62d6,UnionStation,2026-03-01 00:26:57,2026-03-01 00:28:53,22.21,1.0,clear
4c48f5b5-1613-49fb-8388-f2bae0704306,Yorkdale,2026-03-01 00:28:23,2026-03-01 00:29:07,18.91,1.0,clear
8d5d1d65-f604-4d53-a175-a0b700451539,Scarborough,2026-03-01 00:22:44,2026-03-01 00:30:19,11.0,1.0,clear
9c7f192d-fc7e-47d8-8070-52e9a656c59e,Waterfront,2026-03-01 00:31:22,2026-03-01 00:32:01,21.95,1.0,clear
145f4fb6-7297-49b5-8b14-7a6f91d9ea50,Scarborough,2026-03-01 00:31:23,2026-03-01 00:32:15,17.07,1.3,rain
31690b05-03a1-4aa2-97fd-6c132341399e,Downtown,2026-03-01 00:29:29,2026-03-01 00:32:18,27.55,1.6,snow
66525492-b8e1-4acd-9b4e-3c778f1fbf71,UnionStation,2026-03-01 00:32:14,2026-03-01 00:32:27,17.32,1.6,snow
9830f1ec-3825-4ec0-bb42-0826e2200c8f,Scarborough,2026-03-01 00:32:38,2026-03-01 00:33:08,19.68,1.3,rain
88a5fca4-0813-4501-8691-75971b151c39,UnionStation,2026-03-01 00:35:32,2026-03-01 00:36:20,20.3,1.0,clear
69e2cf88-7c27-461a-8334-5077b3c9b32c,Scarborough,2026-03-01 00:36:25,2026-03-01 00:37:02,30.24,1.3,rain
8008d8d8-ae5d-45f7-9573-2e01e3eee523,Yorkdale,2026-03-01 00:35:23,2026-03-01 00:37:04,24.32,1.0,clear
2b371c17-920d-4332-9b43-55291fe6398c,Etobicoke,2026-03-01 00:40:10,2026-03-01 00:40:28,8.74,1.0,clear
d1a1d805-2096-4d52-93b2-3f0bb2235418,Airport,2026-03-01 00:40:38,2026-03-01 00:41:30,21.43,1.3,rain
0e13358c-9555-4c05-8bae-c0e6f5067729,UnionStation,2026-03-01 00:40:46,2026-03-01 00:41:36,11.06,1.0,clear
3b37513c-168a-4c69-b8cd-7a7437f38519,NorthYork,2026-03-01 00:32:47,2026-03-01 00:42:14,32.99,1.6,snow
424c3c39-518e-42f6-aeff-e6b6bb0dd08a,Midtown,2026-03-01 00:41:46,2026-03-01 00:42:18,11.59,1.0,clear
f37ed92a-bd22-4fad-8674-dcff3778bc60,Etobicoke,2026-03-01 00:42:39,2026-03-01 00:44:23,21.0,1.3,rain
6b002bcf-efc8-4a23-b865-43a22845533a,UofT,2026-03-01 00:44:34,2026-03-01 00:45:10,14.42,1.0,clear
452fdebe-b61d-460d-a535-e017b34fc652,Waterfront,2026-03-01 00:46:12,2026-03-01 00:46:15,8.23,1.0,clear
f5356308-28f1-4bea-820e-b13cd63b5f80,UofT,2026-03-01 00:46:30,2026-03-01 00:47:22,16.54,1.3,rain
fb2eaa85-e542-4716-b330-a50a58283023,Downtown,2026-03-01 00:46:56,2026-03-01 00:47:43,13.18,1.0,clear
fe4da74d-2ca5-426e-b3f1-84ab9bcbfac7,UofT,2026-03-01 00:47:30,2026-03-01 00:48:16,23.52,1.3,rain
58d5c351-61ed-4a9f-a363-f3f8101f2967,NorthYork,2026-03-01 00:49:39,2026-03-01 00:49:53,15.21,1.0,clear
18b4a676-3207-4e2c-abb6-b13d1dc149dd,NorthYork,2026-03-01 00:51:08,2026-03-01 00:51:42,24.82,1.0,clear
40c9fc0a-cb3f-432e-a8d3-6ce3c815ec7f,NorthYork,2026-03-01 00:46:27,2026-03-01 00:51:52,24.8,1.0,clear
981a8a90-50f5-449f-8a17-9844f114d55a,Yorkdale,2026-03-01 00:51:44,2026-03-01 00:53:21,23.36,1.3,rain
9866223c-e9ce-4663-b4da-ec1496a4c7ff,Etobicoke,2026-03-01 00:56:00,2026-03-01 00:56:34,10.6,1.0,clear
7ca52642-d5a6-4797-9ed7-8f9421fcb10f,Etobicoke,2026-03-01 00:58:15,2026-03-01 00:58:20,14.36,1.0,clear
d2269f08-ca79-4960-b5c7-6156871a14db,Midtown,2026-03-01 00:58:45,2026-03-01 00:59:06,27.37,1.3,rain
5f8b8573-5f13-448c-89ef-1003772a2932,NorthYork,2026-03-01 01:01:06,2026-03-01 01:01:08,14.62,1.0,clear
0d692a6c-415e-4e03-9995-1b178862445c,Waterfront,2026-03-01 01:01:43,2026-03-01 01:01:58,24.05,1.0,clear
583d66e7-91d5-4add-9370-7d950b7e27c9,NorthYork,2026-03-01 01:04:00,2026-03-01 01:05:29,17.0,1.0,clear
d8ba46dd-35d8-4256-ac63-22671cdcd734,UnionStation,2026-03-01 01:00:17,2026-03-01 01:05:32,14.35,1.3,rain
1838c8d8-03a8-46b9-a247-3606f112a5f1,Midtown,2026-03-01 01:07:28,2026-03-01 01:07:43,12.17,1.0,clear
09d91008-bd73-4937-9498-30b35f82a814,Etobicoke,2026-03-01 01:07:42,2026-03-01 01:07:45,29.32,1.6,snow
a41acc6c-4a3f-4616-8b7c-a71a3d112165,Scarborough,2026-03-01 01:05:45,2026-03-01 01:07:48,13.19,1.0,clear
95c83358-1d52-424e-843c-dd8939eefd11,UnionStation,2026-03-01 01:08:42,2026-03-01 01:09:16,25.96,1.6,snow
1d80da3e-2158-4209-a4fb-853aaef9be86,Airport,2026-03-01 01:11:38,2026-03-01 01:11:42,10.02,1.0,clear
5bd69442-630a-4d6c-bbb7-be466d6e529d,NorthYork,2026-03-01 01:11:27,2026-03-01 01:12:03,19.87,1.0,clear
12081801-b02c-4a4c-bf3e-1e98285bbf0e,NorthYork,2026-03-01 01:11:25,2026-03-01 01:12:12,10.86,1.0,clear
792ebd4f-af87-4c5a-b16c-3c16bac8eb6b,Midtown,2026-03-01 01:03:58,2026-03-01 01:12:50,10.36,1.0,clear
c2cdd718-d383-4eb0-bb95-60252e50a5a9,Midtown,2026-03-01 01:06:45,2026-03-01 01:13:47,15.58,1.0,clear
85cf8d1f-470a-4b18-8dd2-297763336be7,Scarborough,2026-03-01 01:12:17,2026-03-01 01:15:04,29.0,1.6,snow
447d61f2-f4bf-4aeb-a829-247fb1fe5524,Waterfront,2026-03-01 01:11:12,2026-03-01 01:16:06,24.24,1.0,clear
3360a7d8-7950-453c-a5a6-a25875d2d65d,Airport,2026-03-01 01:15:51,2026-03-01 01:16:30,21.61,1.0,clear
87239805-d358-4a0d-a9f6-f428ecf0bb0b,Scarborough,2026-03-01 01:17:14,2026-03-01 01:17:19,29.07,1.6,snow
7c993002-a6fd-4d29-bbb5-def430ec4622,Airport,2026-03-01 01:17:15,2026-03-01 01:18:13,15.36,1.3,rain
42fe9daa-dae6-4b85-8660-b3584c9a49bf,Scarborough,2026-03-01 01:10:07,2026-03-01 01:19:14,11.59,1.0,clear
e98c0218-bf3c-4cd3-8a78-e4b153942dea,Airport,2026-03-01 01:19:58,2026-03-01 01:20:06,14.27,1.3,rain
96acda5c-7427-4700-af47-6ecc75f9b38d,Airport,2026-03-01 01:20:04,2026-03-01 01:21:50,16.03,1.0,clear
fc2a0653-e5ed-41a1-96d6-b47715f14e93,UnionStation,2026-03-01 01:23:34,2026-03-01 01:24:12,20.39,1.0,clear
46a8befb-597a-4d0b-b9c1-a29aa2ac8768,Airport,2026-03-01 01:24:07,2026-03-01 01:24:22,22.06,1.0,clear
04d30cb7-904b-4c43-8668-bc17c1bc48fc,Etobicoke,2026-03-01 01:24:47,2026-03-01 01:25:27,14.46,1.0,clear
9037cbe9-7590-4008-9179-ecadcf7b3477,UofT,2026-03-01 01:21:39,2026-03-01 01:26:55,17.66,1.0,clear
cd4a8283-03fc-4035-8605-a8d4977bb0b4,Scarborough,2026-03-01 01:27:10,2026-03-01 01:28:00,18.7,1.0,clear
ab94f1e1-fde0-4b7f-a3ed-ada70cb9efa8,UnionStation,2026-03-01 01:25:22,2026-03-01 01:28:03,13.9,1.0,clear
0fd925d3-5e5c-4313-af42-bef7cab44538,Downtown,2026-03-01 01:27:56,2026-03-01 01:28:11,35.63,1.6,snow
83d46109-f3d8-40cb-9f9e-09a6358d8b20,Waterfront,2026-03-01 01:28:54,2026-03-01 01:29:50,14.39,1.0,clear
46d237ce-003f-4c42-9650-2b21417c9fdf,UofT,2026-03-01 01:29:36,2026-03-01 01:30:06,30.53,1.6,snow
6ac77f6a-1912-4c50-bcc9-7922e18f00d1,UnionStation,2026-03-01 01:29:36,2026-03-01 01:30:34,38.81,1.6,snow
04eab574-32f8-4dc7-bd32-89aae9ce8fb5,NorthYork,2026-03-01 01:31:22,2026-03-01 01:31:37,23.28,1.0,clear
02b60088-34d1-408e-8014-3f4c30d06319,Airport,2026-03-01 01:32:09,2026-03-01 01:32:32,16.18,1.0,clear
248f66db-8a4f-4136-9c1c-6246d279fc1f,Yorkdale,2026-03-01 01:34:41,2026-03-01 01:35:24,17.02,1.0,clear
57d65ae4-a736-489c-9f3f-c36b34e9f621,UofT,2026-03-01 01:34:55,2026-03-01 01:35:35,9.34,1.0,clear
4a635c0c-5851-4d86-a4d6-991257a8d801,Midtown,2026-03-01 01:35:23,2026-03-01 01:35:41,16.45,1.3,rain
11cb51f1-3fe0-4241-aa66-3007e0ec257d,Airport,2026-03-01 01:31:41,2026-03-01 01:36:01,22.8,1.0,clear
7810c057-ef32-4c5f-b7bd-fce98fd3c5fa,Downtown,2026-03-01 01:31:15,2026-03-01 01:36:51,17.13,1.0,clear
2b351317-d227-412a-83bf-88206bdfe8ac,Downtown,2026-03-01 01:36:18,2026-03-01 01:37:05,18.83,1.0,clear
a016c15d-375b-4bc3-afff-002063942453,Downtown,2026-03-01 01:38:58,2026-03-01 01:39:07,21.67,1.0,clear
215d11d4-3486-41a9-83ef-b8ef21d33a0f,Airport,2026-03-01 01:38:30,2026-03-01 01:39:16,15.02,1.0,clear
07b61ce5-53f7-4e39-bb76-549d5f462a7e,Scarborough,2026-03-01 01:39:22,2026-03-01 01:39:40,8.19,1.0,clear
cf7cd9ac-6b56-41e6-a18b-adabfc6f6d53,Airport,2026-03-01 01:41:34,2026-03-01 01:41:40,20.28,1.0,clear
42d59c7f-5f2f-4ccd-88f9-276befb8973d,Waterfront,2026-03-01 01:36:28,2026-03-01 01:41:52,20.71,1.0,clear
cedd199e-25d7-4c01-af35-51af1fa4772e,Yorkdale,2026-03-01 01:41:34,2026-03-01 01:42:06,15.78,1.0,clear
a00e0fa1-27c6-4f36-926f-de185d192240,UnionStation,2026-03-01 01:40:47,2026-03-01 01:43:08,8.38,1.0,clear
f56cbf57-4be7-4dad-8715-d74d7f6462d8,Midtown,2026-03-01 01:44:18,2026-03-01 01:45:15,15.77,1.0,clear
4d2e97e7-ed38-4bc3-9b4a-327a7176669d,UnionStation,2026-03-01 01:45:22,2026-03-01 01:46:06,10.1,1.0,clear
6d1c0f84-2ffc-4c2d-a74c-030e45a849a9,Downtown,2026-03-01 01:45:58,2026-03-01 01:46:11,9.16,1.0,clear
376df1de-72ce-47e9-a630-b3ff3f784d23,NorthYork,2026-03-01 01:44:51,2026-03-01 01:46:39,19.69,1.0,clear
cbd1cfe5-03b0-458f-b5bb-87ca1fff3314,Midtown,2026-03-01 01:46:20,2026-03-01 01:47:08,20.1,1.3,rain
c25ca70c-e108-4973-bcae-b1104e585d6e,UnionStation,2026-03-01 01:38:49,2026-03-01 01:47:11,31.39,1.3,rain
4240c461-dce6-469f-a031-979f262dd94a,Etobicoke,2026-03-01 01:37:36,2026-03-01 01:47:16,17.62,1.0,clear
5d0e738c-e52a-44dc-b6d1-14cae38e291d,NorthYork,2026-03-01 01:46:25,2026-03-01 01:47:48,16.74,1.0,clear
ed588bb3-4c04-4c20-826d-eb37971479ce,Yorkdale,2026-03-01 01:47:08,2026-03-01 01:47:59,27.54,1.3,rain
d467c72d-9410-4b80-aab3-400b01a9c2c8,Airport,2026-03-01 01:48:25,2026-03-01 01:48:53,12.8,1.0,clear
ada99eca-5bcd-40ca-b32e-c0917aff6a80,Midtown,2026-03-01 01:47:41,2026-03-01 01:49:17,23.03,1.0,clear
3054fa87-a607-4fd6-a09c-55d50ea94f86,Etobicoke,2026-03-01 01:51:12,2026-03-01 01:52:10,14.35,1.0,clear
96d444cd-aa88-4c4f-9c2f-eb6bfa25341f,Midtown,2026-03-01 01:52:32,2026-03-01 01:52:54,27.34,1.6,snow
02de8700-2d26-4228-8512-14df7cc438e8,Etobicoke,2026-03-01 01:52:05,2026-03-01 01:53:02,12.91,1.0,clear
4558679f-0128-47e7-80c7-8ed9ae514515,NorthYork,2026-03-01 01:52:50,2026-03-01 01:53:16,12.77,1.0,clear
e232a3ac-509e-4ee2-b4c8-ab7b2163b027,Midtown,2026-03-01 01:52:44,2026-03-01 01:53:28,23.77,1.0,clear
8010eda1-3f14-47d7-8ba8-9f63efedab5c,Midtown,2026-03-01 01:53:47,2026-03-01 01:53:57,30.02,1.6,snow
96539e85-82a7-420a-b170-fc27a0d79cae,Waterfront,2026-03-01 01:53:42,2026-03-01 01:55:42,21.67,1.0,clear
44124ffd-af9f-4896-8904-a7d5ff4795ae,Midtown,2026-03-01 01:58:08,2026-03-01 01:58:13,16.36,1.3,rain
dba925c0-685f-4ece-a314-99954db5f39c,Waterfront,2026-03-01 01:55:03,2026-03-01 01:58:38,24.68,1.0,clear
eeba3e19-1ad4-4651-933d-c5f89e98e96b,NorthYork,2026-03-01 01:58:14,2026-03-01 01:58:44,17.81,1.0,clear
17f65155-642b-49f8-ae4b-4794b52b8b18,Scarborough,2026-03-01 01:57:57,2026-03-01 01:58:55,26.02,1.6,snow
77a37c73-3135-44e5-8101-0154000fb33e,Midtown,2026-03-01 01:58:24,2026-03-01 01:59:12,20.86,1.0,clear
753da170-f705-4605-860f-6d84a72e045e,Yorkdale,2026-03-01 01:57:15,2026-03-01 01:59:19,9.21,1.0,clear
979b6c53-c64c-4fb9-85c8-79f238339eee,UnionStation,2026-03-01 01:57:31,2026-03-01 01:59:51,19.98,1.0,clear
87651ff5-5460-4dcc-99f8-61c2135f1273,UofT,2026-03-01 02:01:32,2026-03-01 02:02:01,15.77,1.0,clear
1eec0180-cffb-4160-add3-3ee1e20b5654,NorthYork,2026-03-01 02:02:35,2026-03-01 02:03:11,10.47,1.0,clear
f79f3299-d454-4ede-92ce-de4d4a85b70f,NorthYork,2026-03-01 02:02:25,2026-03-01 02:03:22,22.4,1.3,rain
2ba6e91f-c1c1-403f-970c-55ebeafd3d53,NorthYork,2026-03-01 01:54:09,2026-03-01 02:03:35,23.93,1.0,clear
f646a19c-7653-43c4-9b7c-78f772d31436,Midtown,2026-03-01 02:03:39,2026-03-01 02:03:48,24.72,1.0,clear
a475187c-87b8-4147-be42-dcec2db5c198,Downtown,2026-03-01 02:04:52,2026-03-01 02:04:55,23.63,1.0,clear
81d23d18-0ad0-423d-89fc-53036a57781f,Midtown,2026-03-01 02:02:08,2026-03-01 02:04:56,14.03,1.0,clear
fa8880f4-de38-4121-9a51-411bf2510a0e,Midtown,2026-03-01 02:05:12,2026-03-01 02:05:24,22.6,1.0,clear
c5899dcc-bb3b-4035-b47e-b1a9170e290d,Midtown,2026-03-01 01:59:26,2026-03-01 02:05:31,13.26,1.0,clear
09e33756-630d-4987-9d3e-3c65f2aa3903,Yorkdale,2026-03-01 02:04:01,2026-03-01 02:06:24,19.57,1.0,clear
b0ee38bf-2504-455f-8aee-1b1dc02f5aef,NorthYork,2026-03-01 02:07:47,2026-03-01 02:09:20,10.42,1.0,clear
5aea119f-781f-4464-b66a-3ef8c89b25a6,Yorkdale,2026-03-01 02:09:40,2026-03-01 02:10:25,18.15,1.0,clear
277586ec-8672-46a7-8586-5f23f25289d3,Waterfront,2026-03-01 02:09:44,2026-03-01 02:10:40,23.71,1.0,clear
2a0dfbce-53ae-4e65-a3ee-cc33ff7a6975,Waterfront,2026-03-01 02:03:18,2026-03-01 02:11:12,11.98,1.0,clear
373fb88d-af6e-46ce-8862-d3e315c1a429,Scarborough,2026-03-01 02:10:57,2026-03-01 02:11:38,14.03,1.0,clear
289721e2-a16c-4b4c-b609-8b7219073ea7,UnionStation,2026-03-01 02:12:57,2026-03-01 02:13:10,26.74,1.3,rain
b7e2cb02-8fe8-43a6-850f-af838462b775,NorthYork,2026-03-01 02:15:30,2026-03-01 02:16:43,8.55,1.0,clear
f5b9a9e0-83b7-4342-a022-a03b9d91781f,Downtown,2026-03-01 02:17:30,2026-03-01 02:17:51,28.85,1.3,rain
5d7b8d94-9b78-4a58-abe7-bd6ca6c2f17b,Midtown,2026-03-01 02:16:09,2026-03-01 02:18:46,23.37,1.0,clear
ac6bca8a-5735-47ef-8e5b-9ea11a231b3e,UofT,2026-03-01 02:19:21,2026-03-01 02:19:26,21.11,1.0,clear
c0cf8a29-14b3-4209-8927-b8be5abc6613,NorthYork,2026-03-01 02:19:31,2026-03-01 02:20:03,24.27,1.3,rain
247a4e9e-67ce-403e-b808-93cc8e97afd8,Scarborough,2026-03-01 02:18:25,2026-03-01 02:20:25,16.52,1.0,clear
2cbd8445-b672-4434-a7f4-a0187474c53f,Midtown,2026-03-01 02:20:44,2026-03-01 02:21:00,28.6,1.3,rain
f629b005-04bc-44d7-ae41-b4f1a68e2147,Airport,2026-03-01 02:18:42,2026-03-01 02:21:22,14.69,1.0,clear
b26ea446-ed5c-4813-aad8-f6cd0b4628c3,Midtown,2026-03-01 02:21:53,2026-03-01 02:22:04,13.66,1.3,rain
925559d9-5023-4a29-95d1-d2d5a74ad76c,Downtown,2026-03-01 02:20:37,2026-03-01 02:22:33,8.64,1.0,clear
4713141f-21f1-41db-a234-1070d904e67d,Etobicoke,2026-03-01 02:22:44,2026-03-01 02:22:53,18.7,1.0,clear
8dc3ee55-9f4d-437f-b5ca-8b1a5549a839,Scarborough,2026-03-01 02:21:21,2026-03-01 02:23:12,18.25,1.6,snow
a8fca8c5-cea8-48fe-b64b-0ded1cce23aa,Midtown,2026-03-01 02:23:21,2026-03-01 02:23:32,12.33,1.3,rain
0fee6b78-a082-4cb7-8d20-fdaa4298312b,Yorkdale,2026-03-01 02:25:45,2026-03-01 02:26:01,21.02,1.3,rain
2ff5d2d9-0512-44d4-beab-bdcf82357868,Yorkdale,2026-03-01 01:03:26,2026-03-01 02:26:04,18.54,1.0,clear
c7fc727e-7b7a-4cad-ac63-fff0e878d857,Midtown,2026-03-01 02:25:48,2026-03-01 02:26:11,39.79,1.6,snow
8952853d-729d-4e2d-8056-f23af54c85f2,Downtown,2026-03-01 02:18:38,2026-03-01 02:26:12,17.1,1.0,clear
0b9546d6-4d31-4cf9-8272-4bc4a7d15000,Yorkdale,2026-03-01 02:22:46,2026-03-01 02:27:42,10.17,1.0,clear
121db3f6-c429-4fd9-a848-efc359960001,UofT,2026-03-01 02:27:54,2026-03-01 02:28:11,21.45,1.0,clear
7f92b005-8fa3-40e3-9771-8949597fecf8,UnionStation,2026-03-01 02:26:23,2026-03-01 02:28:29,17.38,1.0,clear
ed88cc44-7e95-40fb-9888-21b52cdff341,Etobicoke,2026-03-01 02:27:49,2026-03-01 02:28:33,16.87,1.3,rain
d90e98da-718c-4740-9f25-4b59d4f4327e,Downtown,2026-03-01 02:28:26,2026-03-01 02:28:40,9.77,1.0,clear
91605e66-bb93-412a-a290-ce5b9bf9fedb,Airport,2026-03-01 02:28:56,2026-03-01 02:29:10,17.13,1.0,clear
401bdcfa-b38a-435b-b4ec-cee624423246,UofT,2026-03-01 02:29:02,2026-03-01 02:29:11,14.5,1.0,clear
0ce45263-2809-4f2e-882b-f6bf770a29bb,Scarborough,2026-03-01 02:28:33,2026-03-01 02:29:29,37.42,1.6,snow
ae5ee7ae-823c-448c-8c49-c0828cd4c433,UnionStation,2026-03-01 02:29:53,2026-03-01 02:30:45,23.56,1.0,clear
789f24af-2274-431c-90b9-a6100768dd3b,Scarborough,2026-03-01 02:24:18,2026-03-01 02:32:08,15.33,1.0,clear
2ab1f481-2b51-4e75-952a-4a296ae8ffac,Yorkdale,2026-03-01 02:33:49,2026-03-01 02:34:30,10.81,1.3,rain
76ac9f01-cbc0-43b7-b36e-0047cb53de0f,NorthYork,2026-03-01 02:33:45,2026-03-01 02:34:31,24.33,1.0,clear
97b3861b-c94f-4954-9c52-3beae9329d00,Airport,2026-03-01 02:33:08,2026-03-01 02:35:09,24.22,1.0,clear
9c9cbb83-b13c-4b5f-b27a-ce36ea11acd3,Airport,2026-03-01 02:31:11,2026-03-01 02:35:35,24.98,1.3,rain
6a253340-53dd-4d5c-aa23-c8bcb0af382b,Airport,2026-03-01 02:34:47,2026-03-01 02:35:46,11.64,1.0,clear
98621673-aaa4-4e38-b636-e8da809b5f30,UnionStation,2026-03-01 02:35:51,2026-03-01 02:36:36,13.33,1.0,clear
3b34b281-5b49-4902-9930-1154c8e33c49,Downtown,2026-03-01 02:38:28,2026-03-01 02:38:41,24.93,1.0,clear
8c5cd0de-3495-462f-b4cb-2a469463d43e,Midtown,2026-03-01 02:38:59,2026-03-01 02:39:29,26.41,1.3,rain
0314f5cc-458e-4626-8afb-f410b601c081,Midtown,2026-03-01 02:39:25,2026-03-01 02:39:54,19.38,1.0,clear
de9d8e2b-8309-4413-860a-a0b479c99ed0,UnionStation,2026-03-01 02:39:35,2026-03-01 02:40:33,13.66,1.0,clear
2092cc0e-2ea8-4ddd-a518-1c35d0e8aebd,Scarborough,2026-03-01 02:41:04,2026-03-01 02:41:44,10.42,1.0,clear
56661c5a-9f20-4e26-ad1e-e87784c0cddb,Airport,2026-03-01 02:43:21,2026-03-01 02:43:46,23.84,1.0,clear
e37718fc-679b-4775-b92f-4b76dd08413c,Yorkdale,2026-03-01 02:43:27,2026-03-01 02:44:19,25.48,1.3,rain
81cb3307-c11a-4fa8-9921-c4debc58990c,Etobicoke,2026-03-01 02:43:55,2026-03-01 02:44:33,24.2,1.0,clear
3a0762ee-d46e-4637-93d0-ab3257530e24,UofT,2026-03-01 02:44:40,2026-03-01 02:45:14,12.56,1.3,rain
a1b87d4e-b01b-4d1c-97ab-23912569c247,Downtown,2026-03-01 02:46:49,2026-03-01 02:46:58,27.59,1.3,rain
a4eae72d-bd6a-44bc-9ca1-1cb68a76dbbc,Midtown,2026-03-01 02:46:42,2026-03-01 02:47:10,23.13,1.0,clear
b6a3d448-4b25-4dab-b01e-59d9e3c7200f,UnionStation,2026-03-01 02:47:11,2026-03-01 02:47:24,14.97,1.0,clear
